0,1,2
EntitiesConsolidatedAxis,,
DisclosureOfAdditionalInformationConsolidatedFinancialStatementsLineItems,,
NameOfEntityConsolidated,,
TypeOfEntityConsolidated,,
AmountOfNetAssetsOfEntityConsolidated,,
NetAssetsOfEntityAsPercentageOfConsolidatedNetAssets,,
AmountOfShareInProfitOrLossOfEntityConsolidated,,
ShareInProfitOrLossOfEntityAsPercentageOfConsolidatedProfitOrLoss,,
[202700] Notes - Cash flow statements,,
name,,
DisclosureOfCashFlowStatementExplanatoryTextBlock,,
ConsiderationPaidReceived,,
PortionOfConsiderationPaidReceivedConsistingOfCashAndCashEquivalents,,
DescriptionOfAccountingPolicyToDetermineComponentsOfCashAndCashEquivalentsTextBlock,,
CashAndCashEquivalentsIfDifferentFromBalanceSheetAbstract,,
CashAndCashEquivalentsCashFlowStatement,,
BankOverdraftsClassifiedAsCashEquivalents,,
OtherDifferencesToCashAndCashEquivalentsInStatementOfCashFlows,,
CashAndCashEquivalents,,
DetailsOfNoncashInvestingAndFinancingTransactionsNotRequireUseOfCashOrCashEquivalentsAbstract,,
DetailsOfAcquisitionAssetsByDirectlyAssumingLiabilities,,
DetailsOfAcquisitionEnterprisesByMeansOfIssueOfShares,,
DetailsOfConversionOfDebtToEquity,,
DetailsOfAnyOtherNoncashInvestingAndFinancingActivities,,
DescriptionOfAcquisitionOfAssetsByAssumingDirectlyRelatedLiabilities,,
DescriptionOfAcquisitionOfEntityByMeansOfIssueOfShares,,
DescriptionOfConversionOfDebtToEquity,,
CashAndCashEquivalentsHeldByEntityUnavailableForUseByGroup,,
CommentaryByManagementOnSignificantCashAndCashEquivalentBalancesHeldByEntityThatAreNotAvailableForUseByGroup,,
DisclosureOfAdditionalInformationAboutUnderstandingFinancialPositionsAndLiquidityOfEntityExplanatoryTextBlock,,
UndrawnBorrowingFacilities,,
CashFlowsFromUsedInIncreasesInOperatingCapacity,,
CashFlowsFromUsedInMaintainingOperatingCapacity,,
IncomeTaxesPaidRefundAbstract,,
IncomeTaxesPaidRefundClassifiedAsOperatingActivities,,
IncomeTaxesPaidRefundClassifiedAsInvestingActivities,,
IncomeTaxesPaidRefundClassifiedAsFinancingActivities,,
IncomeTaxesPaidRefund,,
[202800] Notes - Subsidiary information,,
name,,
DisclosureOfSubsidiaryInformationExplanatoryTextBlock,,
WhetherCompanyHasSubsidiaryCompanies,This is a mandatory field. Details of atleast one subsidiary shall be mandatory if yes is selected in field 'WhetherCompanyHasSubsidiaryCompanies'. Subsidiary details can be entered only if yes is selected in this field.,
NumberOfSubsidiaryCompanies,"This field becomes mandatory only if Yes is selected in ""WhetherCompanyHasSubsidiaryCompanies"". This should be greater than zero.",
DetailsOfSubsidiariesAbstract,,
DetailsOfSubsidiariesTable,,
SubsidiariesAxis,,
DetailsOfSubsidiariesLineItems,,
NameOfSubsidiary,Name should be based on 'CINOfSubsidiaryCompany' if entered.,
CountryOfIncorporationOrResidenceOfSubsidiary,,
CINOfSubsidiaryCompany,Valid CIN. Should be different from CIN of filing company. CIN entered in repetitive dimension member should be unique.,
PANOfSubsidiaryCompany,Either 'PANOfSubsidiaryCompany' or 'CINOfSubsidiaryCompany' is mandatory if country is India.  PAN entered in repetitive dimension member  should be unique. Should be different from PAN of the filing company. Should be valid PAN as per Income_tax_PAN  format.,
IdentificationNumberOfForeignSubsidiaryInCountryOfIncorporationOrResidence,,
NatureOfIssuingAuthorityInCountryOfIncorporationOrResidenceSubsidiaryCompany,,
SectionUnderWhichCompanyBecameSubsidiary,,
WhetherSubsidiaryHasFiledBalanceSheet,Mandatory Line item,
SRNOfFilingOfBalanceSheetBySubsidiary,"Valid SRN of Form 23 AC/ACA, 23AC/ACA XBRL,AOC-4 or AOC-4 XBRL. Should belong to CIN of subsidiary company.
Mandatory if 'CINOfSubsidiaryCompany' is entered and yes is selected in field 'WhetherSubsidiaryHasFiledBalanceSheet'",
ReasonIfNoFilingHasBeenMadeBySubsidiary,Mandatory if 'CINOfSubsidiaryCompany' is entered and No is selected in field 'WhetherSubsidiaryHasFiledBalanceSheet',
WhetherFinancialYearOfSubsidiaryDifferentFromFinancialYearOfHoldingCompany,,
FinancialYearOfSubsidiaryAbstract,,
StartDateOfAccountingPeriodOfSubsidiary,Should be less than or equal to system date. This can be less than the date of incorporation of the filing company,
EndDateOfAccountingPeriodOfSubsidiary,Should be less than or equal to system date. Should be greater than or equal to StartDateOfAccountingPeriodOfSubsidiary. This can be less than the date of incorporation of the filing company,
PercentageOfShareholdingInSubsidiary,Should be greater than or equal to zero. Should not be greater than 100%.Mandatory if 'PaidUpValueOfSharesHeldOfSubsidiary' is entered.,
KeyInformationAboutSubsidiaryAbstract,,
ReportingCurrencyOfSubsidiary,Should be valid currency code as per the list of currency codes.,
ExchangeRateAsApplicableForSubsidiary,,
ShareCapitalOfSubsidiary,,
ReservesAndSurplusOfSubsidiary,,
TotalAssetsOfSubsidiary,,
TotalLiabilitiesOfSubsidiary,,
InvestmentOfSubsidiary,,
TurnoverOfSubsidiary,Should be greater than or equal to zero,
ProfitBeforeTaxOfSubsidiary,,
ProvisionForTaxOfSubsidiary,,
ProfitAfterTaxOfSubsidiary,,
ProposedDividendOfSubsidiary,,
DetailsIfExemptionIsGrantedForStatementUnderSection129,,
WhetherCompanyHasSubsidiaryCompaniesWhichAreYetToCommenceOperations,This is a mandatory item,
DetailsOfSubsidiariesWhichAreYetToCommenceOperationsAbstract,,
DetailsOfSubsidiariesWhichAreYetToCommenceOperationsTable,,
SubsidiariesWhichAreYetToCommenceOperationsAxis,,
DetailsOfSubsidiariesWhichAreYetToCommenceOperationsLineItems,,
NameOfSubsidiaryWhichIsYetToCommenceOperations,"Name should be based on 'CINOfSubsidiaryCompanyWhichIsYetToCommenceOperations', if provided",
CountryOfIncorporationOrResidenceOfSubsidiaryWhichIsYetToCommenceOperations,Should be a valid country as per the list of countries.,
CINOfSubsidiaryCompanyWhichIsYetToCommenceOperations,"Should be a valid CIN, if provided. Should be different from CIN of filing company.",
PANOfSubsidiaryCompanyWhichIsYetToCommenceOperations,Should be a valid PAN as per the income tax format.,
IdentificationNumberOfForeignSubsidiaryWhichIsYetToCommenceOperationsInCountryOfIncorporationOrResidence,,
NatureOfIssuingAuthorityInCountryOfIncorporationOrResidenceForeignSubsidiaryWhichIsYetToCommenceOperations,,
WhetherCompanyHasSubsidiaryCompaniesLiquidatedOrSoldDuringYear,This is a mandatory item,
DetailsOfSubsidiariesLiquidatedOrSoldDuringYearAbstract,,
DetailsOfSubsidiariesLiquidatedOrSoldDuringYearTable,,
SubsidiariesLiquidatedOrSoldDuringYearAxis,,
DetailsOfSubsidiariesLiquidatedOrSoldDuringYearLineItems,,
NameOfSubsidiaryLiquidatedOrSoldDuringYear,Name should be based on 'CINOfSubsidiaryCompanyLiquidatedOrSoldDuringYear' ,
CountryOfIncorporationOrResidenceOfSubsidiaryLiquidatedOrSoldDuringYear,Should be a valid country as per the list of countries.,
CINOfSubsidiaryCompanyLiquidatedOrSoldDuringYear,"Should be a valid CIN, if provided. Should be different from CIN of filing company.",
PANOfSubsidiaryCompanyLiquidatedOrSoldDuringYear,Should be a valid PAN as per the income tax format.,
IdentificationNumberOfForeignSubsidiaryLiquidatedOrSoldDuringYearInCountryOfIncorporationOrResidence,,
NatureOfIssuingAuthorityInCountryOfIncorporationOrResidenceForeignSubsidiaryLiquidatedOrSoldDuringYear,,
[300100] Notes - Revenue,,
name,,
DisclosureOfRevenueExplanatoryTextBlock,This is mandatory field in case of current financial year,
DescriptionOfAccountingPolicyForRecognitionOfRevenue,,
DescriptionOfCircumstancesInWhichRevenueRecognitionHasBeenPostponedPendingResolutionOfSignificantUncertainties,,
ShareRevenueFromOperationsJointVentures,,
[300200] Notes - Construction contracts,,
name,,
DisclosureOfRecognisedRevenueFromConstructionContractsExplanatoryTextBlock,,
RevenueFromConstructionContracts,,
MethodsUsedToDetermineConstructionContractRevenueRecognised,,
MethodsUsedToDetermineStageOfCompletionOfConstructionInProgress,,
DisclosuresInRespectOfContractsInProgressAbstract,,
CostsIncurredAndRecognisedProfitsLessRecognisedLosses,,
AdvancesReceivedForContractsInProgress,,
RetentionForContractsInProgress,,
DescriptionOfWarrantyCostsPenaltiesOrPossibleLossesOfConstructionContractsContingentLiability,,
[300300] Notes - Earnings per share,,
name,,
DisclosureOfEarningsPerShareExplanatoryTextBlock,,
WeightedAverageSharesAndAdjustedWeightedAverageSharesAbstract,,
BasicWeightedAverageShares,Should be greater than or equal to zero,
AdjustedWeightedAverageShares,Should be greater than or equal to zero,
DilutedWeightedAverageShares,Should be greater than or equal to zero,
AdjustmentsOfNumeratorToCalculateBasicEarningsPerShareAbstract,,
NumeratorToCalculateBasicEarningsPerShare,,
AdjustmentsToReconcileNumeratorToCalculateBasicEarningPerShareToNetProfitOrLossAsPerStatementOfProfitOrLoss,,
ProfitLossForPeriod,This is a mandatory field.,
AdjustmentsOfNumeratorToCalculateDilutedEarningsPerShareAbstract,,
NumeratorToCalculateDilutedEarningsPerShare,,
AdjustmentsToReconcileNumeratorToCalculateDilutedEarningPerShareToNetProfitOrLossAsPerStatementOfProfitOrLoss,,
ProfitLossForPeriod,This is a mandatory field.,
DescriptionOfTransactionsAfterReportingPeriodWithSignificantChangeInNumberOfEquitySharesOutstanding,,
DescriptionOfTransactionsAfterReportingPeriodWithSignificantChangeInNumberOfPotentialEquitySharesOutstanding,,
AdditionalDisclosureOfEquityShareTransactionsAfterBalanceSheetDateAbstract,,
DescriptionOfIssueOfSharesForCash,,
DescriptionOfIssueOfSharesWhenProceedsAreUsedToRepayDebt,,
DescriptionOfIssueOfSharesWhenProceedsAreUsedToRepayPreferenceSharesOutstandingAtBalanceSheetDate,,
DescriptionOfCancellationOfEquitySharesOutstandingAtBalanceSheetDate,,
DescriptionOfConversionOrExerciseOfPotentialEquitySharesOutstandingAtBalanceSheetDateIntoEquityShares,,
DescriptionOfIssueOfWarrantsOptionsOrConvertibleSecurities,,
DescriptionOfSatisfactionOfConditionsThatWouldResultInIssueOfContingentlyIssuableShares,,
[300400] Notes - Employee share-based payments,,
name,,
DisclosureOfNotesOnEmployeeSharebasedPaymentArrangementsExplanatoryTextBlock,,
DisclosureOfTermsAndConditionsOfEmployeeSharebasedPaymentArrangementExplanatoryTextBlock,,
DisclosureOfTermsAndConditionsOfEmployeeSharebasedPaymentArrangementAbstract,,
DisclosureOfTermsAndConditionsOfEmployeeSharebasedPaymentArrangementTable,,
TypesOfEmployeeSharebasedPaymentArrangementsAxis,,
DisclosureOfTermsAndConditionsOfEmployeeSharebasedPaymentArrangementLineItems,,
DescriptionOfMethodUsedToAccountForEmployeeSharebasedPaymentArrangement,,
DescriptionOfEmployeeSharebasedPaymentArrangement,,
DescriptionOfVestingRequirementsForEmployeeSharebasedPaymentArrangement,,
DescriptionOfMaximumTermOfOptionsGrantedForEmployeeSharebasedPaymentArrangement,,
DescriptionOfMethodOfSettlementForEmployeeSharebasedPaymentArrangement,,
DisclosureOfImpactOnNetResultsAndEarningsPerShareIfIntrinsicValueMethodIsUsedAbstract,,
ImpactOfUsingIntrinsicValueMethodOnNetProfitOrLossHadFairValueMethodBeenUsed,,
ImpactOfUsingIntrinsicValueMethodOnBasicEarningsPerEquityShareHadFairValueMethodBeenUsed,,
ImpactOfUsingIntrinsicValueMethodOnDilutedEarningsPerEquityShareHadFairValueMethodBeenUsed,,
DisclosureOfNumberAndWeightedAverageExercisePricesOfStockOptionsExplanatoryTextBlock,,
DisclosureOfNumberAndWeightedAverageExercisePricesOfStockOptionsAbstract,,
DisclosureOfNumberAndWeightedAverageExercisePricesOfStockOptionsTable,,
GroupsOfStockOptionsAxis,,
StockOptionsMember,,
StockOptionsOutstandingMember,,
StockOptionsGrantedMember,,
StockOptionsForfeitedMember,,
StockOptionsExercisedMember,,
StockOptionsExpiredMember,,
StockOptionsExercisableMember,,
DisclosureOfNumberAndWeightedAverageExercisePricesOfStockOptionsLineItems,,
NumberOfStockOptionsInEmployeeSharebasedPaymentArrangement,Should be greater than or equal to zero,
WeightedAverageExercisePriceOfStockOptionsInEmployeeSharebasedPaymentArrangement,,
WeightedAverageSharePriceOfShareOptionsInEmployeeSharebasedPaymentArrangementExercisedDuringPeriodAtDateOfExercise,,
DisclosureOfNumberAndWeightedAverageRemainingContractualLifeOfOutstandingStockOptionsExplanatoryTextBlock,,
DisclosureOfNumberAndWeightedAverageRemainingContractualLifeOfOutstandingStockOptionsAbstract,,
DisclosureOfNumberAndWeightedAverageRemainingContractualLifeOfOutstandingStockOptionsTable,,
RangesOfExercisePricesForOutstandingStockOptionsAxis,,
DisclosureOfNumberAndWeightedAverageRemainingContractualLifeOfOutstandingStockOptionsLineItems,,
NumberOfOutstandingStockOptions,Should be greater than or equal to zero,
WeightedAverageRemainingContractualLifeOfOutstandingStockOptions,Should be greater than or equal to zero,
DisclosureOfFairValueOfEmployeeStockOptionsGrantedDuringPeriodExplanatoryTextBlock,,
WeightedAverageFairValueAtGrantDateStockOptionsGranted,,
InformationAboutHowFairValueWasMeasuredStockOptionsGranted,,
DescriptionOfOptionPricingModelStockOptionsGranted,,
DescriptionOfInputsToOptionPricingModelStockOptionsGranted,,
WeightedAverageSharePriceStockOptionsGranted,,
ExercisePriceStockOptionsGranted,,
DescriptionOfExpectedVolatilityStockOptionsGranted,,
DescriptionOfOptionLifeStockOptionsGranted,,
ExpectedDividendStockOptionsGranted,,
DescriptionOfRiskFreeInterestRateStockOptionsGranted,,
DescriptionOfOtherInputsToOptionsPricingModelStockOptionsGranted,,
DescriptionOfMethodUsedAndAssumptionsMadeToIncorporateEffectsOfExpectedEarlyExerciseStockOptionsGranted,,
InformationAboutHowExpectedVolatilityWasDeterminedStockOptionsGranted,,
InformationWhetherAndHowOtherFeaturesWereIncorporatedIntoMeasurementOfFairValueStockOptionsGranted,,
DisclosureOfMeasurementOfFairValueOfOtherInstrumentsGrantedDuringPeriodExplanatoryTextBlock,,
NumberOfInstrumentsOtherInstrumentsGranted,Should be greater than or equal to zero,
WeightedAverageFairValueAtGrantDateOtherInstrumentsGranted,,
InformationHowFairValueWasMeasuredOtherInstrumentsGranted,,
InformationAboutHowFairValueWasDeterminedIfNotOnBasisOfObservableMarketOtherInstrumentsGranted,,
InformationWhetherAndHowExpectedDividendsWereIncorporatedIntoMeasurementOfFairValueOtherInstrumentsGranted,,
InformationWhetherAndHowOtherFeaturesWereIncorporatedIntoMeasurementOfFairValueOtherInstrumentsGranted,,
DisclosureOfEmployeeSharebasedPaymentArrangementsModifiedDuringPeriodExplanatoryTextBlock,,
ExplanationOfModificationsModifiedEmployeeSharebasedPaymentArrangements,,
IncrementalFairValueGrantedModifiedEmployeeSharebasedPaymentArrangements,,
InformationOnHowIncrementalFairValueGrantedWasMeasuredModifiedEmployeeSharebasedPaymentArrangements,,
ExplanationOfEffectOfEmployeeSharebasedPaymentsOnProfitOrLoss,,
ExpenseFromEmployeeSharebasedPaymentTransactionsInWhichServicesReceivedDidNotQualifyForRecognitionAsAssets,,
ExpenseFromEquitySettledEmployeeSharebasedPaymentTransactionsInWhichServicesReceivedDidNotQualifyForRecognitionAsAssets,,
ExplanationOfEffectOfEmployeeSharebasedPaymentsOnFinancialPositions,,
CarryingAmountOfLiabilitiesFromEmployeeSharebasedPaymentTransactions,,
IntrinsicValueOfLiabilitiesFromEmployeeSharebasedPaymentTransactionsForWhichEmployeeRightToCashOrOtherAssetsVestedByPeriodEnd,,
[300500] Notes - Subclassification and notes on income and expenses,,
name,,
SubclassificationAndNotesOnIncomeAndExpenseExplanatoryTextBlock,,
DisclosureOfRevenueFromSaleOfProductsAbstract,,
DisclosureOfRevenueFromSaleOfProductsExplanatoryTextBlock,,
RevenueFromSaleOfProductsAbstract,,
RevenueFromSaleOfProductsGross,,
BrokerageDiscountsRebatesOnRevenueFromSaleOfProducts,,
ReturnsOnRevenueFromSaleOfProducts,,
OtherAllowancesDeductionsOnRevenueFromSaleOfProducts,,
RevenueFromSaleOfProducts,,
DisclosureOfRevenueFromSaleOfServicesAbstract,,
DisclosureOfRevenueFromSaleOfServicesExplanatoryTextBlock,,
RevenueFromSaleOfServicesAbstract,,
RevenueFromSaleOfServicesGross,,
BrokerageDiscountsRebatesOnRevenueFromSaleOfServices,,
ReturnsOnRevenueFromSaleOfServices,,
OtherAllowancesDeductionsOnRevenueFromSaleOfServices,,
RevenueFromSaleOfServices,,
DisclosureOfOtherOperatingRevenuesAbstract,,
DisclosureOfNotesOnOtherOperatingRevenuesExplanatoryTextBlock,,
OtherOperatingRevenuesAbstract,,
NetGainLossOnForeignCurrencyFluctuationsTreatedAsOtherOperatingRevenue,,
MiscellaneousOtherOperatingRevenues,,
OtherOperatingRevenues,,
DisclosureOfOtherIncomeAbstract,,
DisclosureOfNotesOnOtherIncomeExplanatoryTextBlock,,
InterestIncomeAbstract,,
InterestIncomeOnCurrentInvestmentsAbstract,,
InterestOnFixedDepositsCurrentInvestments,,
InterestFromCustomersOnAmountsOverdueCurrentInvestments,,
InterestOnCurrentIntercorporateDeposits,,
InterestOnCurrentDebtSecurities,,
InterestOnCurrentGovernmentSecurities,,
InterestOnOtherCurrentInvestments,,
InterestIncomeOnCurrentInvestments,,
InterestIncomeOnLongTermInvestmentsAbstract,,
InterestOnFixedDepositsLongTermInvestments,,
InterestFromCustomersOnAmountsOverdueLongTermInvestments,,
InterestOnLongTermIntercorporateDeposits,,
InterestOnLongTermDebtSecurities,,
InterestOnLongTermGovernmentSecurities,,
InterestOnOtherLongTermInvestments,,
InterestIncomeOnLongTermInvestments,,
InterestIncome,This is a mandatory field. ,
DividendIncomeAbstract,,
DividendIncomeCurrentInvestmentsAbstract,,
DividendIncomeCurrentInvestmentsFromSubsidiaries,,
DividendIncomeCurrentEquitySecurities,,
DividendIncomeCurrentMutualFunds,,
DividendIncomeCurrentInvestmentsFromOthers,,
DividendIncomeCurrentInvestments,,
DividendIncomeLongTermInvestmentsAbstract,,
DividendIncomeLongTermInvestmentsFromSubsidiaries,,
DividendIncomeLongTermEquitySecurities,,
DividendIncomeLongTermMutualFunds,,
DividendIncomeLongTermInvestmentsFromOthers,,
DividendIncomeLongTermInvestments,,
DividendIncome,This is a mandatory field. ,
NetGainLossOnSaleOfInvestmentsAbstract,,
NetGainLossOnSaleOfCurrentInvestments,,
NetGainLossOnSaleOfLongTermInvestments,,
NetGainLossOnSaleOfInvestments,,
RentalIncomeOnInvestmentPropertyAbstract,,
RentalIncomeOnInvestmentPropertyCurrent,,
